Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Antibody Identifier,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [macro]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [1]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [2]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [3]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [4]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [5]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [6]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [7]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [8]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [9]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [10]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [11]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [12]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn [13]",HuDSeN:721,"Embryo 10727, slide 112",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,112_2018-11-09 12_56_01.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn [macro]",HuDSeN:723,"Embryo 10762, slide 142",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn [1]",HuDSeN:723,"Embryo 10762, slide 142",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn [2]",HuDSeN:723,"Embryo 10762, slide 142",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn [3]",HuDSeN:723,"Embryo 10762, slide 142",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn [4]",HuDSeN:723,"Embryo 10762, slide 142",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,142_2018-11-09 13_41_49.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,146_2018-11-09 13_43_34.scn [macro]",HuDSeN:723,"Embryo 10762, slide 146",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,146_2018-11-09 13_43_34.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,146_2018-11-09 13_43_34.scn [1]",HuDSeN:723,"Embryo 10762, slide 146",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,146_2018-11-09 13_43_34.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,146_2018-11-09 13_43_34.scn [2]",HuDSeN:723,"Embryo 10762, slide 146",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,146_2018-11-09 13_43_34.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn [macro]",HuDSeN:723,"Embryo 10762, slide 148",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn [1]",HuDSeN:723,"Embryo 10762, slide 148",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn [2]",HuDSeN:723,"Embryo 10762, slide 148",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn [3]",HuDSeN:723,"Embryo 10762, slide 148",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS16,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn [4]",HuDSeN:723,"Embryo 10762, slide 148",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10762,2,EMBRYO,CS16,148_2018-11-09 13_47_32.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,28_2018-11-09 13_48_13.scn [macro]",HuDSeN:723,"Embryo 10768, slide, 28",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,28_2018-11-09 13_48_13.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,28_2018-11-09 13_48_13.scn [1]",HuDSeN:723,"Embryo 10768, slide, 28",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,28_2018-11-09 13_48_13.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,28_2018-11-09 13_48_13.scn [2]",HuDSeN:723,"Embryo 10768, slide, 28",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,28_2018-11-09 13_48_13.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,42_2018-11-09 14_00_29.scn [macro]",HuDSeN:723,"Embryo 10768, slide, 42",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,42_2018-11-09 14_00_29.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,42_2018-11-09 14_00_29.scn [1]",HuDSeN:723,"Embryo 10768, slide, 42",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,42_2018-11-09 14_00_29.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,42_2018-11-09 14_00_29.scn [2]",HuDSeN:723,"Embryo 10768, slide, 42",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,42_2018-11-09 14_00_29.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,42_2018-11-09 14_00_29.scn [3]",HuDSeN:723,"Embryo 10768, slide, 42",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,42_2018-11-09 14_00_29.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,47_2018-11-09 13_59_16.scn [macro]",HuDSeN:723,"Embryo 10768, slide 47",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,47_2018-11-09 13_59_16.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,47_2018-11-09 13_59_16.scn [1]",HuDSeN:723,"Embryo 10768, slide 47",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,47_2018-11-09 13_59_16.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,47_2018-11-09 13_59_16.scn [2]",HuDSeN:723,"Embryo 10768, slide 47",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,47_2018-11-09 13_59_16.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS15,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,47_2018-11-09 13_59_16.scn [3]",HuDSeN:723,"Embryo 10768, slide 47",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10768,1,EMBRYO,CS15,47_2018-11-09 13_59_16.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,26_2018-11-09 12_58_26.scn [macro]",HuDSeN:726,"Embryo 10794, slide 26",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,26_2018-11-09 12_58_26.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,26_2018-11-09 12_58_26.scn [1]",HuDSeN:726,"Embryo 10794, slide 26",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,26_2018-11-09 12_58_26.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,26_2018-11-09 12_58_26.scn [2]",HuDSeN:726,"Embryo 10794, slide 26",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,26_2018-11-09 12_58_26.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,26_2018-11-09 12_58_26.scn [3]",HuDSeN:726,"Embryo 10794, slide 26",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,26_2018-11-09 12_58_26.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,28_2018-11-09 12_59_19.scn [macro]",HuDSeN:726,"Embryo 10794, slide 28",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,28_2018-11-09 12_59_19.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,28_2018-11-09 12_59_19.scn [1]",HuDSeN:726,"Embryo 10794, slide 28",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,28_2018-11-09 12_59_19.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,28_2018-11-09 12_59_19.scn [2]",HuDSeN:726,"Embryo 10794, slide 28",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,28_2018-11-09 12_59_19.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,28_2018-11-09 12_59_19.scn [3]",HuDSeN:726,"Embryo 10794, slide 28",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,28_2018-11-09 12_59_19.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,32_2018-11-09 13_00_55.scn [macro]",HuDSeN:726,"Embryo 10794, slide 32",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,32_2018-11-09 13_00_55.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,32_2018-11-09 13_00_55.scn [1]",HuDSeN:726,"Embryo 10794, slide 32",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,32_2018-11-09 13_00_55.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,32_2018-11-09 13_00_55.scn [2]",HuDSeN:726,"Embryo 10794, slide 32",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,32_2018-11-09 13_00_55.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,32_2018-11-09 13_00_55.scn [3]",HuDSeN:726,"Embryo 10794, slide 32",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,32_2018-11-09 13_00_55.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,42_2018-11-09 13_02_32.scn [macro]",HuDSeN:726,"Embryo 10794, slide 42",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,42_2018-11-09 13_02_32.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,42_2018-11-09 13_02_32.scn [1]",HuDSeN:726,"Embryo 10794, slide 42",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,42_2018-11-09 13_02_32.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,42_2018-11-09 13_02_32.scn [2]",HuDSeN:726,"Embryo 10794, slide 42",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,42_2018-11-09 13_02_32.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,42_2018-11-09 13_02_32.scn [3]",HuDSeN:726,"Embryo 10794, slide 42",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,42_2018-11-09 13_02_32.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,50_2018-11-09 12_49_20.scn [macro]",HuDSeN:726,"Embryo 10794, slide 50",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,50_2018-11-09 12_49_20.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,50_2018-11-09 12_49_20.scn [1]",HuDSeN:726,"Embryo 10794, slide 50",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,50_2018-11-09 12_49_20.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS20,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,50_2018-11-09 12_49_20.scn [2]",HuDSeN:726,"Embryo 10794, slide 50",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10794,1,EMBRYO,CS20,50_2018-11-09 12_49_20.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
