Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Antibody Identifier,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
PAX1-CS21,"HDBR_PAX1_IHC/1573,2,body,CS21,099_2016-07-22 10_13_35.scn [4]",HuDSeN:1212,"Embryo 1573, slide 99",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/1573,2,body,CS21,099_2016-07-22 10_13_35.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX1-CS21,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn [macro]",HuDSeN:1212,"Embryo 1573, slide 101",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX1-CS21,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn [1]",HuDSeN:1212,"Embryo 1573, slide 101",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX1-CS21,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn [2]",HuDSeN:1212,"Embryo 1573, slide 101",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX1-CS21,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn [3]",HuDSeN:1212,"Embryo 1573, slide 101",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX1-CS21,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn [4]",HuDSeN:1212,"Embryo 1573, slide 101",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/1573,2,body,CS21,101_2016-07-22 16_05_26.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX1-CS22,"HDBR_PAX1_IHC/745,2,body,CS22,070_2016-07-22 16_12_27.scn [macro]",HuDSeN:1212,"Embryo 745, slide 70",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/745,2,body,CS22,070_2016-07-22 16_12_27.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX1-CS22,"HDBR_PAX1_IHC/745,2,body,CS22,070_2016-07-22 16_12_27.scn [1]",HuDSeN:1212,"Embryo 745, slide 70",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/745,2,body,CS22,070_2016-07-22 16_12_27.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX1-CS22,"HDBR_PAX1_IHC/745,2,body,CS22,074_2016-07-22 16_12_17.scn [macro]",HuDSeN:1212,"Embryo 745, slide 74",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/745,2,body,CS22,074_2016-07-22 16_12_17.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX1-CS22,"HDBR_PAX1_IHC/745,2,body,CS22,074_2016-07-22 16_12_17.scn [1]",HuDSeN:1212,"Embryo 745, slide 74",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,PAX1,NM_001257096,Sigma MABE1115,,ENSG00000125813,PAX1,"HDBR_PAX1_IHC/745,2,body,CS22,074_2016-07-22 16_12_17.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn [macro]",HuDSeN:1213,"Embryo 12063, slide 101",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn [1]",HuDSeN:1213,"Embryo 12063, slide 101",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn [2]",HuDSeN:1213,"Embryo 12063, slide 101",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn [3]",HuDSeN:1213,"Embryo 12063, slide 101",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn [4]",HuDSeN:1213,"Embryo 12063, slide 101",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,101_2016-07-22 16_13_13.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn [macro]",HuDSeN:1213,"Embryo 12063, slide 98",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn [1]",HuDSeN:1213,"Embryo 12063, slide 98",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn [2]",HuDSeN:1213,"Embryo 12063, slide 98",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn [3]",HuDSeN:1213,"Embryo 12063, slide 98",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS19,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn [4]",HuDSeN:1213,"Embryo 12063, slide 98",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/12063,1,embryo,CS19,98_2016-07-22 16_05_47.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS21,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn [macro]",HuDSeN:1213,"Embryo 1573, slide 100",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS21,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn [1]",HuDSeN:1213,"Embryo 1573, slide 100",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS21,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn [2]",HuDSeN:1213,"Embryo 1573, slide 100",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS21,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn [3]",HuDSeN:1213,"Embryo 1573, slide 100",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS21,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn [4]",HuDSeN:1213,"Embryo 1573, slide 100",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/1573,2,body,CS21,100_2016-07-22 10_19_53.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS22,"HDBR_PAX9_IHC/745,2,body,CS22,072_2016-07-22 16_11_12.scn [macro]",HuDSeN:1213,"Embryo 745, slide 72",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/745,2,body,CS22,072_2016-07-22 16_11_12.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS22,"HDBR_PAX9_IHC/745,2,body,CS22,072_2016-07-22 16_11_12.scn [1]",HuDSeN:1213,"Embryo 745, slide 72",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/745,2,body,CS22,072_2016-07-22 16_11_12.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS22,"HDBR_PAX9_IHC/745,2,body,CS22,077_2016-07-22 16_10_08.scn [macro]",HuDSeN:1213,"Embryo 745, slide 77",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/745,2,body,CS22,077_2016-07-22 16_10_08.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
PAX9-CS22,"HDBR_PAX9_IHC/745,2,body,CS22,077_2016-07-22 16_10_08.scn [1]",HuDSeN:1213,"Embryo 745, slide 77",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,PAX9,NM_001372076,In house antibody,,ENSG00000198807,PAX9,"HDBR_PAX9_IHC/745,2,body,CS22,077_2016-07-22 16_10_08.scn",Original experimental image,Brightfield,,DAB,Bone (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn [macro],HuDSeN:498,"Embryo N518, slide 44",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn [1],HuDSeN:498,"Embryo N518, slide 44",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn [2],HuDSeN:498,"Embryo N518, slide 44",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn [3],HuDSeN:498,"Embryo N518, slide 44",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn [4],HuDSeN:498,"Embryo N518, slide 44",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001667_2012-10-01 11_02_37.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn [macro],HuDSeN:498,"Embryo N518, slide 49",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn [1],HuDSeN:498,"Embryo N518, slide 49",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn [2],HuDSeN:498,"Embryo N518, slide 49",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn [3],HuDSeN:498,"Embryo N518, slide 49",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS14,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn [4],HuDSeN:498,"Embryo N518, slide 49",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001672_2012-10-01 11_36_42.scn,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn [macro],HuDSeN:499,"Embryo N598, slide 155",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn [1],HuDSeN:499,"Embryo N598, slide 155",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn [2],HuDSeN:499,"Embryo N598, slide 155",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn [3],HuDSeN:499,"Embryo N598, slide 155",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn [4],HuDSeN:499,"Embryo N598, slide 155",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001675_2012-10-01 11_38_35.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn [macro],HuDSeN:499,"Embryo N598, slide 157",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn [1],HuDSeN:499,"Embryo N598, slide 157",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn [2],HuDSeN:499,"Embryo N598, slide 157",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn [3],HuDSeN:499,"Embryo N598, slide 157",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn [4],HuDSeN:499,"Embryo N598, slide 157",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001677_2012-10-01 11_39_59.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn [macro],HuDSeN:499,"Embryo N598, slide 151",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn [1],HuDSeN:499,"Embryo N598, slide 151",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn [2],HuDSeN:499,"Embryo N598, slide 151",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn [3],HuDSeN:499,"Embryo N598, slide 151",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
RAB3GAP1-CS19,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn [4],HuDSeN:499,"Embryo N598, slide 151",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NM_012233,,nt 2867 - nt 3656,ENSG00000115839,RAB3GAP1,HDBR_RAB3GAP1_ISH/ImageCollection_0000001678_2012-10-01 11_51_23.scn,Original experimental image,Brightfield,,NBT/BCIP,"Brain, eye (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn [macro]",HuDSeN:721,"Embryo 10727, slide 103",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn [1]",HuDSeN:721,"Embryo 10727, slide 103",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn [2]",HuDSeN:721,"Embryo 10727, slide 103",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn [3]",HuDSeN:721,"Embryo 10727, slide 103",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn [4]",HuDSeN:721,"Embryo 10727, slide 103",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
SOX9-CS14,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn [5]",HuDSeN:721,"Embryo 10727, slide 103",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NM_000346,,nt 758 - nt 1275,ENSG00000125398,SOX9,"HDBR_SOX9_ISH/10727,1,EMBRYO,CS14,103_2018-11-09 12_50_53.scn",Original experimental image,Brightfield,,NBT/BCIP,"Neural tissue, bone (strong)"
