Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Term Source 2 REF,Term Source 2 Accession,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,439_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 439",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,439_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS19,"352,1,Head,CS19,447_NKX2-2.svs",HuDSeN:683,"Embryo 352, slide 447",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS19/352,1,Head,CS19,447_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,114_2015-04-01 12_15_12.scn",HuDSeN:1220,"Embryo 1293, slide 114",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,114_2015-04-01 12_15_12.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,157_2015-04-01 12_15_48.scn",HuDSeN:1220,"Embryo 1293, slide 157",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,157_2015-04-01 12_15_48.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,179_2015-04-01 12_15_41.scn",HuDSeN:1220,"Embryo 1293, slide 179",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,179_2015-04-01 12_15_41.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,202_2015-04-01 12_15_14.scn",HuDSeN:1220,"Embryo 1293, slide 202",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,202_2015-04-01 12_15_14.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,224_2015-04-01 12_26_40.scn",HuDSeN:1220,"Embryo 1293, slide 224",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,224_2015-04-01 12_26_40.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,249_2015-04-01 12_26_11.scn",HuDSeN:1220,"Embryo 1293, slide 249",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,249_2015-04-01 12_26_11.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,269_2015-04-01 12_26_02.scn",HuDSeN:1220,"Embryo 1293, slide 269",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,269_2015-04-01 12_26_02.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,292_2015-04-01 12_25_34.scn",HuDSeN:1220,"Embryo 1293, slide 292",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,292_2015-04-01 12_25_34.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,314_2015-04-01 12_25_24.scn",HuDSeN:1220,"Embryo 1293, slide 314",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,314_2015-04-01 12_25_24.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,337_2015-04-01 12_24_56.scn",HuDSeN:1220,"Embryo 1293, slide 337",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,337_2015-04-01 12_24_56.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,362_2015-04-01 12_24_14.scn",HuDSeN:1220,"Embryo 1293, slide 362",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,362_2015-04-01 12_24_14.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,384_2015-04-01 12_24_14.scn",HuDSeN:1220,"Embryo 1293, slide 384",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,384_2015-04-01 12_24_14.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,407_2015-04-01 12_38_41.scn",HuDSeN:1220,"Embryo 1293, slide 407",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,407_2015-04-01 12_38_41.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,425_2015-04-01 12_37_47.scn",HuDSeN:1220,"Embryo 1293, slide 425",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,425_2015-04-01 12_37_47.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,445_2015-04-01 12_36_33.scn",HuDSeN:1220,"Embryo 1293, slide 445",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,445_2015-04-01 12_36_33.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,463_2015-04-01 12_36_32.scn",HuDSeN:1220,"Embryo 1293, slide 463",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,463_2015-04-01 12_36_32.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,479_2015-04-01 12_47_23.scn",HuDSeN:1220,"Embryo 1293, slide 479",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,479_2015-04-01 12_47_23.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,69_2015-04-01 11_45_08.scn",HuDSeN:1220,"Embryo 1293, slide 69",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,69_2015-04-01 11_45_08.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS20,"1293,1,Embryo,CS20,92_2015-04-01 11_45_08.scn",HuDSeN:1220,"Embryo 1293, slide 92",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS20/1293,1,Embryo,CS20,92_2015-04-01 11_45_08.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,111_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 111",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,111_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,120_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 120",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,120_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,129_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 129",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,129_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,147_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 147",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,147_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,192_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 192",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,192_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,201_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 201",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,201_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,210_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 210",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,210_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,219_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 219",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,219_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,228_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 228",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,228_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,246_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 246",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,246_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,264_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 264",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,264_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,291_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 291",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,291_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,309_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 309",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,309_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,336_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 336",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,336_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,382_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 382",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,382_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,408_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 408",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,408_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,435_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 435",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,435_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,471_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 471",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,471_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,480_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 480",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,480_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,489_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 489",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,489_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,525_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 525",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,525_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,598_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 598",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,598_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,605_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 605",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,605_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NKX2-2_IHC_CS22,"243,2,Head_Body,CS22,866_NKX2-2.svs",HuDSeN:622,"Embryo 243, slide 866",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,NKX2-2,NCBITaxon,NM_002509,Atlas Antibodies HPA003468,,ENSG00000125820,NKX2-2,"HDBR_NKX2-2_IHC_CS22/243,2,Head_Body,CS22,866_NKX2-2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_NPPA_ISH,CS19_N470_167_4a.jpg,HuDSeN:360,"Embryo N470, slide 167, section 4",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/CS19_N470_167_4a.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,CS20_N508_216_2a.jpg,HuDSeN:360,"Embryo N508, slide 216, section 2",Homo sapiens,NCBITaxon,9606,CS20,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/CS20_N508_216_2a.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,CS22_N745_104_4a.jpg,HuDSeN:360,"Embryo N745, slide 104, section 4",Homo sapiens,NCBITaxon,9606,CS22,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/CS22_N745_104_4a.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_71_1.jpg,HuDSeN:360,"Embryo N368, slide 71, section 1",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_71_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_71_2.jpg,HuDSeN:360,"Embryo N368, slide 71, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_71_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_71_3.jpg,HuDSeN:360,"Embryo N368, slide 71, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_71_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_71_4.jpg,HuDSeN:360,"Embryo N368, slide 71, section 4",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_71_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_74_1.jpg,HuDSeN:360,"Embryo N368, slide 74, section 1",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_74_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_74_2.jpg,HuDSeN:360,"Embryo N368, slide 74, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_74_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_74_3.jpg,HuDSeN:360,"Embryo N368, slide 74, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_74_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_74_4.jpg,HuDSeN:360,"Embryo N368, slide 74, section 4",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_74_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_75_1.jpg,HuDSeN:360,"Embryo N368, slide 75, section 1",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_75_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_75_2.jpg,HuDSeN:360,"Embryo N368, slide 75, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_75_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_75_3.jpg,HuDSeN:360,"Embryo N368, slide 75, section 3",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_75_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_75_4.jpg,HuDSeN:360,"Embryo N368, slide 75, section 4",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_75_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_79_2.jpg,HuDSeN:360,"Embryo N368, slide 79, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_79_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
HDBR_NPPA_ISH,N368_79_4.jpg,HuDSeN:360,"Embryo N368, slide 79, section 4",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,,NCBITaxon,NM_006172,,nt 75 - nt 560,ENSG00000175206,NPPA,HDBR_NPPA_ISH/N368_79_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (strong)
